# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,A1-nc.blast,B1-nc.blast,B2-nc.blast,B3-nc.blast,C1-nc.blast,C2-nc.blast,D1-nc.blast,D2-nc.blast,D3-nc.blast,E1-nc.blast,F1-nc.blast,F3-nc.blast,F4-nc.blast,G1-nc.blast,G2-nc.blast,G3-nc.blast,H1-nc.blast,I1-nc.blast,I2-nc.blast,I3-nc.blast,I4-nc.blast,I5-nc.blast,J1-nc.blast,J2-nc.blast,J3-nc.blast,J4-nc.blast,K1-nc.blast,K2-nc.blast,L1-nc.blast,L2-nc.blast,Lib1neg-nc.blast,Lib1pos-nc.blast,Lib2neg-nc.blast,Lib2pos-nc.blast,Lib3neg-nc.blast,Lib3pos-nc.blast,Lib4neg-nc.blast,Lib4pos-nc.blast,Lib5neg-nc.blast,Lib5pos-nc.blast,Lib6neg-nc.blast,Lib6pos-nc.blast,M1-nc.blast,M2-nc.blast,MT1-nc.blast,MT10-nc.blast,MT11-nc.blast,MT12-nc.blast,MT13-nc.blast,MT14-nc.blast,MT15-nc.blast,MT16-nc.blast,MT17-nc.blast,MT18-nc.blast,MT19-1-nc.blast,MT19-2-nc.blast,MT2-nc.blast,MT20-nc.blast,MT21-nc.blast,MT22-nc.blast,MT23-nc.blast,MT24-nc.blast,MT3-nc.blast,MT4-nc.blast,MT5-nc.blast,MT6-nc.blast,MT7-nc.blast,MT8-nc.blast,MT9-nc.blast,N1-nc.blast,O1-nc.blast,O2-nc.blast,O3-nc.blast,P1-nc.blast,P2-nc.blast,Q1-nc.blast,Q2-nc.blast,RH01-nc.blast,RH02-nc.blast,RH03-nc.blast,RH04-nc.blast,RH05-nc.blast,RH06-nc.blast,RH07-nc.blast,RH08-nc.blast,RH09-nc.blast,RH10-nc.blast,RH11-nc.blast,RO1-nc.blast,S1-nc.blast,TL100-nc.blast,TL101-nc.blast,TL102-nc.blast,TL103-nc.blast,TL104-nc.blast,TL105-nc.blast,TL106-nc.blast,TL107-nc.blast,TL108-nc.blast,TL109-nc.blast,TL110-nc.blast,TL111-nc.blast,TL112-nc.blast,TL113-nc.blast,TL114-nc.blast,TL115-nc.blast,TL116-nc.blast,TL117-nc.blast,TL118-nc.blast,TL119-nc.blast,TL120-nc.blast,TL121-nc.blast,TL122-nc.blast,TL123-nc.blast,TL124-nc.blast,TL125-nc.blast,TL126-nc.blast,TL127-nc.blast,TL128-nc.blast,TL129-nc.blast,TL130-nc.blast,TL131-nc.blast,TL132-nc.blast,TL133-nc.blast,TL134-nc.blast,TL135-nc.blast,TL136-nc.blast,TL137-nc.blast,TL139-nc.blast,TL89-nc.blast,TL90-nc.blast,TL91-nc.blast,TL92-nc.blast,TL93-nc.blast,TL94-nc.blast,TL95-nc.blast,TL96-nc.blast,TL97-nc.blast,TL98-nc.blast,TL99-nc.blast,toad1-nc.blast,toad10-nc.blast,toad11-nc.blast,toad12-nc.blast,toad2-nc.blast,toad3-nc.blast,toad4-nc.blast,toad5-nc.blast,toad6-nc.blast,toad7-nc.blast,toad8-nc.blast,toad9-nc.blast,taxomomy
s__Micromys_minutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Muridae', 'g__Micromys', 's__Micromys_minutus']"
s__Rattus_norvegicus,2991,0,75,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,1570,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,2534,0,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,559,0,0,22,102,0,21,2758,1213,7,10,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Muridae', 'g__Rattus', 's__Rattus_norvegicus']"
s__Sciurus_carolinensis,0,0,21,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Sciuridae', 'g__Sciurus', 's__Sciurus_carolinensis']"
s__Bos_taurus,0,0,77,0,0,0,0,0,8,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,23,50,54,2712,0,0,0,0,0,0,7,7,0,7,0,65,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,104,0,22,500,0,5,75,16,80,0,0,0,0,0,0,0,45,0,0,0,0,15,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Bovidae', 'g__Bos', 's__Bos_taurus']"
s__Capreolus_capreolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,737,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Cervidae', 'g__Capreolus', 's__Capreolus_capreolus']"
s__Sus_scrofa,0,0,0,0,0,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,96,43,200,5898,0,0,0,0,13,0,26,93,0,0,3,34,35,0,0,10,0,0,0,0,0,9,0,28,0,0,0,0,12,0,0,0,0,0,115,1017,164,53,6007,541,158,348,981,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Suidae', 'g__Sus', 's__Sus_scrofa']"
s__Lampetra_fluviatilis,0,0,0,5,0,0,941,0,0,0,0,0,0,0,0,0,0,167,92,0,0,0,19,1347,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,3,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__unknown', 'o__Petromyzontiformes', 'f__Petromyzontidae', 'g__Lampetra', 's__Lampetra_fluviatilis']"
g__Pelophylax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,122,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Ranidae', 'g__Pelophylax']"
g__Anas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,711,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,251,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14725,0,0,0,0,0,0,0,0,0,0,0,89445,6,6,0,0,0,0,0,0,908,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae', 'g__Anas']"
g__Aythya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae', 'g__Aythya']"
g__Tringa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Scolopacidae', 'g__Tringa']"
g__Columba,0,1465,0,0,13,4831,0,0,15,0,0,10,62,40,0,18,1394,27,3,98534,55806,0,92167,179055,9509,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55329,2254,0,0,41,8,0,20,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,135,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae', 'g__Columba']"
g__Fulica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21281,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae', 'g__Fulica']"
g__Turdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,26,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Turdidae', 'g__Turdus']"
g__Mustela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Mustela']"
g__Sorex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Soricidae', 'g__Sorex']"
g__Lepus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae', 'g__Lepus']"
g__Microtus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,44826,0,34,0,0,0,171,7690,0,0,0,0,16,85,9,7,0,0,43365,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Microtus']"
g__Apodemus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Muridae', 'g__Apodemus']"
g__Rattus,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,9,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,18,0,0,384,139,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Muridae', 'g__Rattus']"
f__Cyprinidae,0,0,0,0,0,0,0,0,0,0,8835,700,9093,4595,601,0,0,0,0,0,0,0,0,211,391,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830,213,4682,0,0,0,0,0,0,0,0,0,83,0,0,26017,394,884,0,113,0,0,0,0,0,1083,0,254,134,0,0,11,0,0,0,0,0,0,0,0,0,0,0,122,41,0,32,0,0,0,0,0,0,0,0,728,260,1043,556,0,857,0,0,0,11842,0,0,0,0,0,0,0,0,0,0,5,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae']"
f__Gasterosteidae,6,15477,1637,700,0,640,151,0,1525,308,3674,2604,249,1544,1532,0,653,1008,160,141,12,0,0,2680,328,4303,4786,12944,169,0,0,0,0,0,0,0,0,0,0,0,0,0,9648,0,0,0,0,12,0,386,0,0,0,0,0,0,0,0,0,105,660,0,0,0,0,0,0,852,8028,3109,0,208,121,0,0,9326,692,0,735,0,8129,3,960,1055,181,822,1497,228,0,14446,5296,30802,0,7172,78,0,1252,0,0,497,184,641,2483,0,0,0,790,0,953,0,0,0,34,0,0,0,0,0,0,0,3428,723,0,0,0,0,71,14,0,48347,7028,8,24852,61,18873,34660,3101,11573,0,167,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae']"
f__Percidae,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,2831,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,268,3932,8,43335,1792,61189,267,7084,862,610,105,0,57771,29185,6466,1432,2083,9060,302,5602,18667,29480,4264,27382,1530,1911,0,0,0,0,37,0,0,0,0,0,2171,0,0,0,0,0,0,3073,3,0,0,3,8447,174,0,0,3393,0,0,0,0,0,0,0,0,0,21518,0,159913,0,0,0,0,0,0,0,3,0,0,11,128201,56905,0,0,0,26,26,0,0,3,112,0,0,0,278,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']"
f__Salmonidae,0,0,0,0,0,359,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,3,43,0,0,0,44,0,532,1254,13374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae']"
f__Anatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,165,0,2420,500,0,554,0,0,0,0,0,8,0,0,0,65,0,3891,0,0,0,0,890,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,16,0,0,0,0,0,0,91,0,0,0,5155,19,75219,0,0,0,11928,0,0,202,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae']"
f__Charadriidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Charadriidae']"
f__Laridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Laridae']"
f__Columbidae,0,65,0,0,2582,369,0,0,0,0,0,0,0,0,0,0,157,0,0,6482,12387,0,32411,7259,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae']"
f__Phasianidae,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,28,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,69,0,0,3,24,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae']"
f__Rallidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae']"
f__Corvidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,159,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Corvidae']"
