# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,A1-nc.blast,B1-nc.blast,B2-nc.blast,B3-nc.blast,C1-nc.blast,C2-nc.blast,D1-nc.blast,D2-nc.blast,D3-nc.blast,E1-nc.blast,F1-nc.blast,F3-nc.blast,F4-nc.blast,G1-nc.blast,G2-nc.blast,G3-nc.blast,H1-nc.blast,I1-nc.blast,I2-nc.blast,I3-nc.blast,I4-nc.blast,I5-nc.blast,J1-nc.blast,J2-nc.blast,J3-nc.blast,J4-nc.blast,K1-nc.blast,K2-nc.blast,L1-nc.blast,L2-nc.blast,Lib1neg-nc.blast,Lib1pos-nc.blast,Lib2neg-nc.blast,Lib2pos-nc.blast,Lib3neg-nc.blast,Lib3pos-nc.blast,Lib4neg-nc.blast,Lib4pos-nc.blast,Lib5neg-nc.blast,Lib5pos-nc.blast,Lib6neg-nc.blast,Lib6pos-nc.blast,M1-nc.blast,M2-nc.blast,MT1-nc.blast,MT10-nc.blast,MT11-nc.blast,MT12-nc.blast,MT13-nc.blast,MT14-nc.blast,MT15-nc.blast,MT16-nc.blast,MT17-nc.blast,MT18-nc.blast,MT19-1-nc.blast,MT19-2-nc.blast,MT2-nc.blast,MT20-nc.blast,MT21-nc.blast,MT22-nc.blast,MT23-nc.blast,MT24-nc.blast,MT3-nc.blast,MT4-nc.blast,MT5-nc.blast,MT6-nc.blast,MT7-nc.blast,MT8-nc.blast,MT9-nc.blast,N1-nc.blast,O1-nc.blast,O2-nc.blast,O3-nc.blast,P1-nc.blast,P2-nc.blast,Q1-nc.blast,Q2-nc.blast,RH01-nc.blast,RH02-nc.blast,RH03-nc.blast,RH04-nc.blast,RH05-nc.blast,RH06-nc.blast,RH07-nc.blast,RH08-nc.blast,RH09-nc.blast,RH10-nc.blast,RH11-nc.blast,RO1-nc.blast,S1-nc.blast,TL100-nc.blast,TL101-nc.blast,TL102-nc.blast,TL103-nc.blast,TL104-nc.blast,TL105-nc.blast,TL106-nc.blast,TL107-nc.blast,TL108-nc.blast,TL109-nc.blast,TL110-nc.blast,TL111-nc.blast,TL112-nc.blast,TL113-nc.blast,TL114-nc.blast,TL115-nc.blast,TL116-nc.blast,TL117-nc.blast,TL118-nc.blast,TL119-nc.blast,TL120-nc.blast,TL121-nc.blast,TL122-nc.blast,TL123-nc.blast,TL124-nc.blast,TL125-nc.blast,TL126-nc.blast,TL127-nc.blast,TL128-nc.blast,TL129-nc.blast,TL130-nc.blast,TL131-nc.blast,TL132-nc.blast,TL133-nc.blast,TL134-nc.blast,TL135-nc.blast,TL136-nc.blast,TL137-nc.blast,TL139-nc.blast,TL89-nc.blast,TL90-nc.blast,TL91-nc.blast,TL92-nc.blast,TL93-nc.blast,TL94-nc.blast,TL95-nc.blast,TL96-nc.blast,TL97-nc.blast,TL98-nc.blast,TL99-nc.blast,toad1-nc.blast,toad10-nc.blast,toad11-nc.blast,toad12-nc.blast,toad2-nc.blast,toad3-nc.blast,toad4-nc.blast,toad5-nc.blast,toad6-nc.blast,toad7-nc.blast,toad8-nc.blast,toad9-nc.blast,taxomomy
s__Rana_temporaria,0,6636,2157,805,568,0,518,8987,47964,0,0,2762,0,0,0,0,5263,9,2221,9,0,0,12928,0,0,0,3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,11,0,0,57559,2127,115497,18,6,4,0,0,0,0,0,18,0,33,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45244,0,0,0,3171,9054,7046,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3925,3358,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Ranidae', 'g__Rana_<genus>', 's__Rana_temporaria']"
s__Anas_carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,44,0,58402,13291,218,2818,0,22,0,0,0,0,0,0,36,2886,0,99058,0,10,0,0,24053,1833,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae', 'g__Anas', 's__Anas_carolinensis']"
s__Vanellus_vanellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Charadriidae', 'g__Vanellus', 's__Vanellus_vanellus']"
s__Larus_glaucoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Laridae', 'g__Larus', 's__Larus_glaucoides']"
s__Scolopax_rusticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,91,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes', 'f__Scolopacidae', 'g__Scolopax', 's__Scolopax_rusticola']"
s__Columba_livia,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,118,29,0,82,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae', 'g__Columba', 's__Columba_livia']"
s__Columba_oenas,0,0,0,0,10862,0,0,29,0,0,0,0,0,0,0,0,0,0,0,60,35,0,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae', 'g__Columba', 's__Columba_oenas']"
s__Zenaida_macroura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae', 'g__Zenaida', 's__Zenaida_macroura']"
s__Alectoris_rufa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae', 'g__Alectoris', 's__Alectoris_rufa']"
s__Phasianus_colchicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,7,0,0,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,52197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,9443,253,133,0,0,0,3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102420,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae', 'g__Phasianus', 's__Phasianus_colchicus']"
s__Fulica_atra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96373,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae', 'g__Fulica', 's__Fulica_atra']"
s__Gallinula_chloropus,0,0,3088,0,0,0,0,0,0,0,158,0,85,604,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3767,0,0,28057,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39741,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae', 'g__Gallinula', 's__Gallinula_chloropus']"
s__Garrulus_glandarius,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Corvidae', 'g__Garrulus', 's__Garrulus_glandarius']"
s__Sturnus_vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9237,22366,0,0,0,103527,5,71380,475,31892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Sturnidae', 'g__Sturnus', 's__Sturnus_vulgaris']"
s__Turdus_philomelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Turdidae', 'g__Turdus', 's__Turdus_philomelos']"
s__Canis_lupus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Canis', 's__Canis_lupus']"
s__Vulpes_vulpes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,85164,0,65,0,0,275,29524,141063,285,0,143,188488,12369,380,297,95944,0,0,35,45,0,11,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Vulpes', 's__Vulpes_vulpes']"
s__Lutra_lutra,10,33669,23569,3060,16678,5194,53297,14555,31300,75630,16891,4785,37703,16082,29284,55,17511,20658,38453,18061,3338,0,7836,24591,4899,6129,4842,37292,172620,2292,0,0,0,0,0,0,0,0,0,0,0,0,38825,49,4485,14517,5745,15249,11881,19905,25205,66184,8950,734,127743,4762,29517,30488,90223,66728,7259,30195,12841,18081,27078,92211,57247,9658,9590,13810,0,1032,161,5481,2016,3231,14073,0,281,10,35211,5604,4691,1335,19583,54644,4078,2582,77337,32694,30546,6014,17513,3813,56,1894,24520,197,1457,24172,1819,136537,17602,0,9,0,12163,0,37344,988,239,0,217,17,40,4,113,9744,34,129,21024,37934,71,0,45,62,25,1479,32,15047,7855,120516,8944,378,8815,9856,48396,34766,137409,148,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Lutra', 's__Lutra_lutra']"
s__Meles_meles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Meles', 's__Meles_meles']"
s__Mustela_putorius,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,156,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Mustela', 's__Mustela_putorius']"
s__Neovison_vison,36575,0,177,0,0,0,0,0,12,4,0,0,13,13,78,30,0,0,0,15,7,7881,0,0,0,0,0,67,6,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1244,0,0,0,0,0,0,45928,7470,165951,0,149,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,11,0,0,344,0,0,0,0,0,0,0,141,13599,6809,39,0,115883,128906,16,32898,239,36155,40,0,6,25913,1939,25561,27246,0,0,18821,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Neovison', 's__Neovison_vison']"
s__Neomys_fodiens,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,133994,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Soricidae', 'g__Neomys', 's__Neomys_fodiens']"
s__Sorex_araneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Soricidae', 'g__Sorex', 's__Sorex_araneus']"
s__Talpa_europaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Talpidae', 'g__Talpa', 's__Talpa_europaea']"
s__Lepus_europaeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae', 'g__Lepus', 's__Lepus_europaeus']"
s__Oryctolagus_cuniculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,40190,0,0,101,59966,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae', 'g__Oryctolagus', 's__Oryctolagus_cuniculus']"
s__Homo_sapiens,487,51,1750,627,37,588,133,116,317,446,51,766,232,287,237,728,36,0,64,389,250,645,58,9,309,466,814,571,103,926,289,0,0,0,0,12,0,44,1532,583,0,0,802,112,13,188,11,38,4,14,35,34,88,10,5,56,245,115,138,65,56,827,35,17,10,23,197,42,21,281,178,844,835,1455,152,68,206,301,222,61,143,628,1726,546,1007,264,343,500,416,514,1293,178,465,448,1156,644,2737,423,353,559,259,437,2962,112,88,71,3820,196,1154,1448,351,283,225,19,41,141,243,1818,3115,419,123,733,755,826,96,1163,0,496,55,321,478,1104,460,10289,577,402,2925,1029,196,243,367,185,0,675,55,483,221,88,66,1864,155476,759,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae', 'g__Homo', 's__Homo_sapiens']"
s__Arvicola_amphibius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24923,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,10270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Arvicola', 's__Arvicola_amphibius']"
s__Microtus_agrestis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Microtus', 's__Microtus_agrestis']"
s__Myodes_glareolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,8295,2863,97,0,0,0,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Myodes', 's__Myodes_glareolus']"
