# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,LIB01-Negative-P01-B4-nc.blast.blast,LIB01-PS-Box01-T01-nc.blast.blast,LIB01-PS-Box01-T02-nc.blast.blast,LIB01-PS-Box01-T03-nc.blast.blast,LIB01-PS-Box01-T04-nc.blast.blast,LIB01-PS-Box01-T05-nc.blast.blast,LIB01-PS-Box01-T06-nc.blast.blast,LIB01-PS-Box01-T07-nc.blast.blast,LIB01-PS-Box01-T08-nc.blast.blast,LIB01-PS-Box01-T09-nc.blast.blast,LIB01-PS-Box01-T10-nc.blast.blast,LIB01-PS-Box01-T11-nc.blast.blast,LIB01-PS-Box01-T12-nc.blast.blast,LIB01-PS-Box02-T01-nc.blast.blast,LIB01-PS-Box02-T02-nc.blast.blast,LIB01-PS-Box02-T03-nc.blast.blast,LIB01-PS-Box02-T04-nc.blast.blast,LIB01-PS-Box02-T05-nc.blast.blast,LIB01-PS-Box02-T06-nc.blast.blast,LIB01-PS-Box02-T07-nc.blast.blast,LIB01-PS-Box02-T08-nc.blast.blast,LIB01-PS-Box02-T09-nc.blast.blast,LIB01-PS-Box02-T10-nc.blast.blast,LIB01-PS-Box02-T11-nc.blast.blast,LIB01-PS-Box02-T12-nc.blast.blast,LIB01-Positive-P01-A4-nc.blast.blast,LIB02-TL01-nc.blast.blast,LIB02-TL02-nc.blast.blast,LIB02-TL03-nc.blast.blast,LIB02-TL04-nc.blast.blast,LIB02-TL05-nc.blast.blast,LIB02-TL06-nc.blast.blast,LIB02-TL07-nc.blast.blast,LIB02-TL08-nc.blast.blast,LIB02-TL09-nc.blast.blast,LIB02-TL10-nc.blast.blast,LIB02-TL11-nc.blast.blast,LIB02-TL12-nc.blast.blast,LIB02-TL13-nc.blast.blast,LIB02-TL14-nc.blast.blast,LIB02-TL15-nc.blast.blast,LIB02-TL16-nc.blast.blast,LIB02-TL17-nc.blast.blast,LIB02-TL18-nc.blast.blast,LIB02-TL20-nc.blast.blast,LIB03-TL21-nc.blast.blast,LIB03-TL23-nc.blast.blast,LIB03-TL24-nc.blast.blast,LIB03-TL25-nc.blast.blast,LIB03-TL26-nc.blast.blast,LIB03-TL27-nc.blast.blast,LIB03-TL28-nc.blast.blast,LIB03-TL29-nc.blast.blast,LIB03-TL30-nc.blast.blast,LIB03-TL31-nc.blast.blast,LIB03-TL32-nc.blast.blast,LIB03-TL33-nc.blast.blast,LIB03-TL34-nc.blast.blast,LIB03-TL35-nc.blast.blast,LIB03-TL36-nc.blast.blast,LIB03-TL38-nc.blast.blast,LIB03-TL39-nc.blast.blast,LIB03-TL40-nc.blast.blast,LIB04-Negative-P02-D2-nc.blast.blast,LIB04-Positive-P02-C2-nc.blast.blast,LIB04-TL41-nc.blast.blast,LIB04-TL42-nc.blast.blast,LIB04-TL43-nc.blast.blast,LIB04-TL44-nc.blast.blast,LIB04-TL45-nc.blast.blast,LIB04-TL46-nc.blast.blast,LIB04-TL47-nc.blast.blast,LIB04-TL49-nc.blast.blast,LIB04-TL50-nc.blast.blast,LIB04-TL51-nc.blast.blast,LIB04-TL52-nc.blast.blast,LIB04-TL53-nc.blast.blast,LIB04-TL54-nc.blast.blast,LIB04-TL55-nc.blast.blast,LIB04-TL56-nc.blast.blast,LIB04-TL57-nc.blast.blast,LIB04-TL58-nc.blast.blast,LIB04-TL59-nc.blast.blast,LIB04-TL60-nc.blast.blast,LIB05-Negative-P02-F4-nc.blast.blast,LIB05-Positive-P02-E4-nc.blast.blast,LIB05-TL19M-nc.blast.blast,LIB05-TL19Q-nc.blast.blast,LIB05-TL22M-nc.blast.blast,LIB05-TL22Q-nc.blast.blast,LIB05-TL37M-nc.blast.blast,LIB05-TL37Q-nc.blast.blast,LIB05-TL48M-nc.blast.blast,LIB05-TL48Q-nc.blast.blast,LIB05-TL61M-nc.blast.blast,LIB05-TL61Q-nc.blast.blast,LIB05-TL62M-nc.blast.blast,LIB05-TL62Q-nc.blast.blast,LIB05-TL63M-nc.blast.blast,LIB05-TL63Q-nc.blast.blast,LIB05-TL64M-nc.blast.blast,LIB05-TL64Q-nc.blast.blast,LIB06-MH-19-01-nc.blast.blast,LIB06-MH-19-02-nc.blast.blast,LIB06-MH-19-03-nc.blast.blast,LIB06-MH-19-05-nc.blast.blast,LIB06-MH-19-06-nc.blast.blast,LIB06-MH-19-07-nc.blast.blast,LIB06-MH-19-08-nc.blast.blast,LIB06-MH-19-09-nc.blast.blast,LIB06-MH-19-12-nc.blast.blast,LIB06-MH-19-13-nc.blast.blast,LIB06-MH-19-14-nc.blast.blast,LIB06-MH-19-15-nc.blast.blast,LIB06-MH-19-16-nc.blast.blast,LIB06-MH-19-17-nc.blast.blast,LIB06-MH-19-18-nc.blast.blast,LIB06-MH-19-19-nc.blast.blast,LIB07-01-07-nc.blast.blast,LIB07-01-08-nc.blast.blast,LIB07-01-09-nc.blast.blast,LIB07-01-10-nc.blast.blast,LIB07-01-11-nc.blast.blast,LIB07-02-10-nc.blast.blast,LIB07-Positive-P03-B4-nc.blast.blast,taxomomy
Gadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,4,0,4,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Gadiformes', 'f__Gadidae']"
Cottidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Cottidae']"
Percidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']"
Phalacrocoracidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,143,0,0,0,2175,5322,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Pelecaniformes', 'f__Phalacrocoracidae']"
Canidae,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae']"
Felidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Felidae']"
Mustelidae,0,0,0,0,0,0,0,0,0,0,0,73,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae']"
Leporidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae']"
Hominidae,0,62,99,0,0,0,0,9,8,159,27,0,0,0,0,3,19,0,0,19,13,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,133,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1069,2417,1597,129,137,0,18987,146,280,1488,358,0,1834,2948,4094,35,0,4,9,143,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae']"
Bovidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Bovidae']"
Esociformes,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes']"
Pelecaniformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Pelecaniformes']"
Primates,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,256,61,4,44,0,4731,0,0,9,12,0,394,515,928,0,0,0,0,24,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates']"
Rodentia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia']"
Actinopteri,9,0,0,0,13,0,0,105,85,28,50,0,0,0,0,0,0,0,0,24,14,62,92,12,0,0,0,0,0,0,20,4,0,0,59,0,0,0,102,0,0,0,102,0,0,3,0,0,0,8,15,0,26,0,0,13,0,0,11,0,0,16,48,0,0,17,0,31,0,0,0,0,9,0,0,0,0,0,26,21,0,0,0,0,0,0,7,0,3,0,3,0,8,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri']"
Aves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,162,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves']"
Mammalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia']"
Chordata,4,12,13,8,0,14,16,7,11,22,5,10,20,9,27,13,11,4,5,4,3,7,4,11,6,11,0,0,0,0,3,0,12,0,0,0,0,7,0,0,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,5,3,3,16,0,0,3,0,0,0,5,0,3,0,0,4,13,0,6,0,0,7,8,7,0,0,176,335,0,11,0,96,15,48,0,170,0,0,6,20,123,36,238,0,11,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata']"
Metazoa,0,0,0,0,0,0,0,13,0,0,0,43,51,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,4,0,0,0,0,0,0,4,0,0,0,11,0,0,0,3,0,0,6,4,0,4,0,0,0,0,0,4,32,0,0,0,0,7,0,5,0,0,9,0,5,34,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa']"
unassigned,250,399,168,370,250,24274,1769,1032,1000,441,873,460,421,6,17,641,500,199,59,602,303,1528,1365,206,244,428,746,23,32,61,539,1023,138,322,940,27,55,36,1799,103,12093,309,352,532,65,128,2273,657,42,356,631,259,348,290,102,219,142,4,224,254,894,181,450,3,10,546,38,491,70,18,563,741,435,574,155,103,54,124,355,5196,422,142,7,61,0,17,275,42,246,38,520,79,281,110,95,41,80,7,471,85,608,162,638,413,969,275,739,0,10468,0,43,189,7,0,1109,732,2107,25,184,545,53,167,5,40,8,['__unassigned']
