# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,LIB01-Negative-P01-B4-nc.blast,LIB01-PS-Box01-T01-nc.blast,LIB01-PS-Box01-T02-nc.blast,LIB01-PS-Box01-T03-nc.blast,LIB01-PS-Box01-T04-nc.blast,LIB01-PS-Box01-T05-nc.blast,LIB01-PS-Box01-T06-nc.blast,LIB01-PS-Box01-T07-nc.blast,LIB01-PS-Box01-T08-nc.blast,LIB01-PS-Box01-T09-nc.blast,LIB01-PS-Box01-T10-nc.blast,LIB01-PS-Box01-T11-nc.blast,LIB01-PS-Box01-T12-nc.blast,LIB01-PS-Box02-T01-nc.blast,LIB01-PS-Box02-T02-nc.blast,LIB01-PS-Box02-T03-nc.blast,LIB01-PS-Box02-T04-nc.blast,LIB01-PS-Box02-T05-nc.blast,LIB01-PS-Box02-T06-nc.blast,LIB01-PS-Box02-T07-nc.blast,LIB01-PS-Box02-T08-nc.blast,LIB01-PS-Box02-T09-nc.blast,LIB01-PS-Box02-T10-nc.blast,LIB01-PS-Box02-T11-nc.blast,LIB01-PS-Box02-T12-nc.blast,LIB01-Positive-P01-A4-nc.blast,LIB02-TL01-nc.blast,LIB02-TL02-nc.blast,LIB02-TL03-nc.blast,LIB02-TL04-nc.blast,LIB02-TL05-nc.blast,LIB02-TL06-nc.blast,LIB02-TL07-nc.blast,LIB02-TL08-nc.blast,LIB02-TL09-nc.blast,LIB02-TL10-nc.blast,LIB02-TL11-nc.blast,LIB02-TL12-nc.blast,LIB02-TL13-nc.blast,LIB02-TL14-nc.blast,LIB02-TL15-nc.blast,LIB02-TL16-nc.blast,LIB02-TL17-nc.blast,LIB02-TL18-nc.blast,LIB02-TL20-nc.blast,LIB03-TL21-nc.blast,LIB03-TL23-nc.blast,LIB03-TL24-nc.blast,LIB03-TL25-nc.blast,LIB03-TL26-nc.blast,LIB03-TL27-nc.blast,LIB03-TL28-nc.blast,LIB03-TL29-nc.blast,LIB03-TL30-nc.blast,LIB03-TL31-nc.blast,LIB03-TL32-nc.blast,LIB03-TL33-nc.blast,LIB03-TL34-nc.blast,LIB03-TL35-nc.blast,LIB03-TL36-nc.blast,LIB03-TL38-nc.blast,LIB03-TL39-nc.blast,LIB03-TL40-nc.blast,LIB04-Negative-P02-D2-nc.blast,LIB04-Positive-P02-C2-nc.blast,LIB04-TL41-nc.blast,LIB04-TL42-nc.blast,LIB04-TL43-nc.blast,LIB04-TL44-nc.blast,LIB04-TL45-nc.blast,LIB04-TL46-nc.blast,LIB04-TL47-nc.blast,LIB04-TL49-nc.blast,LIB04-TL50-nc.blast,LIB04-TL51-nc.blast,LIB04-TL52-nc.blast,LIB04-TL53-nc.blast,LIB04-TL54-nc.blast,LIB04-TL55-nc.blast,LIB04-TL56-nc.blast,LIB04-TL57-nc.blast,LIB04-TL58-nc.blast,LIB04-TL59-nc.blast,LIB04-TL60-nc.blast,LIB05-Negative-P02-F4-nc.blast,LIB05-Positive-P02-E4-nc.blast,LIB05-TL19M-nc.blast,LIB05-TL19Q-nc.blast,LIB05-TL22M-nc.blast,LIB05-TL22Q-nc.blast,LIB05-TL37M-nc.blast,LIB05-TL37Q-nc.blast,LIB05-TL48M-nc.blast,LIB05-TL48Q-nc.blast,LIB05-TL61M-nc.blast,LIB05-TL61Q-nc.blast,LIB05-TL62M-nc.blast,LIB05-TL62Q-nc.blast,LIB05-TL63M-nc.blast,LIB05-TL63Q-nc.blast,LIB05-TL64M-nc.blast,LIB05-TL64Q-nc.blast,LIB06-MH-19-01-nc.blast,LIB06-MH-19-02-nc.blast,LIB06-MH-19-03-nc.blast,LIB06-MH-19-05-nc.blast,LIB06-MH-19-06-nc.blast,LIB06-MH-19-07-nc.blast,LIB06-MH-19-08-nc.blast,LIB06-MH-19-09-nc.blast,LIB06-MH-19-12-nc.blast,LIB06-MH-19-13-nc.blast,LIB06-MH-19-14-nc.blast,LIB06-MH-19-15-nc.blast,LIB06-MH-19-16-nc.blast,LIB06-MH-19-17-nc.blast,LIB06-MH-19-18-nc.blast,LIB06-MH-19-19-nc.blast,LIB07-01-07-nc.blast,LIB07-01-08-nc.blast,LIB07-01-09-nc.blast,LIB07-01-10-nc.blast,LIB07-01-11-nc.blast,LIB07-02-10-nc.blast,LIB07-Positive-P03-B4-nc.blast,taxomomy
Oncorhynchus_mykiss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1615,2244,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Oncorhynchus', 's__Oncorhynchus_mykiss']"
Salmo_salar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo', 's__Salmo_salar']"
Salmo_trutta,6,26,34,111,6,0,0,0,8,0,32,4,0,0,0,39,47,75,163,3,8,3053,5,952,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,306,1007,0,0,63,0,0,2474,0,0,0,66,0,409,1198,37098,65877,4666,5849,171,199,20,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo', 's__Salmo_trutta']"
Salvelinus_alpinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salvelinus', 's__Salvelinus_alpinus']"
Thymallus_thymallus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Thymallus', 's__Thymallus_thymallus']"
Bufo_bufo,0,3082,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,37,0,14665,0,0,0,0,0,11,0,0,0,177,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,916,5346,0,0,0,51,0,1317,237,0,38,0,0,0,56,39371,0,122,10173,51,0,0,6,6625,0,0,0,0,4,13,0,0,0,0,2457,2037,0,0,0,0,0,0,9,6,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,81,625,24,46,0,3,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Bufonidae', 'g__Bufo', 's__Bufo_bufo']"
Pelophylax_ridibundus,9,13,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,749,973,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Ranidae', 'g__Pelophylax', 's__Pelophylax_ridibundus']"
Rana_temporaria,0,130674,71,40,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,0,0,0,0,68,0,92449,0,33,0,117239,0,46147,139420,6,6,42015,722,5,241,95,240,0,0,7,0,0,0,0,0,16,0,0,91844,0,9916,43711,0,0,4,3,0,206,99827,152,0,0,6894,175,0,3269,1428,64338,0,3,0,0,4,14951,4,0,0,3,7259,10885,0,0,136,445,40315,31310,15,10,0,0,0,0,71,88,0,0,0,2270,0,0,122,2118,243,0,0,0,0,0,95,0,292,659,24,0,3,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura', 'f__Ranidae', 'g__Rana', 's__Rana_temporaria']"
Triturus_cristatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,368,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Caudata', 'f__Salamandridae', 'g__Triturus', 's__Triturus_cristatus']"
Anas_carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae', 'g__Anas', 's__Anas_carolinensis']"
Gallus_gallus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae', 'g__Gallus', 's__Gallus_gallus']"
Lyrurus_tetrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,82,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae', 'g__Lyrurus', 's__Lyrurus_tetrix']"
Phasianus_colchicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88248,0,0,0,422,0,0,0,166,29,43,10,7,49,13,6,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Galliformes', 'f__Phasianidae', 'g__Phasianus', 's__Phasianus_colchicus']"
Gavia_arctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gaviiformes', 'f__Gaviidae', 'g__Gavia', 's__Gavia_arctica']"
Fulica_atra,4,33,73,139,28,60,39,51,18,0,103,103887,57815,412,6689,15,0,0,308,0,0,0,5,16,0,0,0,35,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,829,466,0,0,4,0,0,0,0,0,0,0,5733,87200,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae', 'g__Fulica', 's__Fulica_atra']"
Gallinula_chloropus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,72,200,0,235,0,0,0,0,0,24478,18594,33586,24936,3,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae', 'g__Gallinula', 's__Gallinula_chloropus']"
Alauda_arvensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Alaudidae', 'g__Alauda', 's__Alauda_arvensis']"
Bombycilla_cedrorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,5331,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Bombycillidae', 'g__Bombycilla', 's__Bombycilla_cedrorum']"
Loxia_leucoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Fringillidae', 'g__Loxia', 's__Loxia_leucoptera']"
Plectrophenax_nivalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279,0,0,0,21,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Fringillidae', 'g__Plectrophenax', 's__Plectrophenax_nivalis']"
Turdus_viscivorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Turdidae', 'g__Turdus', 's__Turdus_viscivorus']"
Canis_lupus,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,553,0,0,0,0,0,3422,0,112,0,3,79,51,0,0,0,5,0,0,3,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Canis', 's__Canis_lupus']"
Vulpes_vulpes,0,14,0,13,9,78757,106,15,21,61,19,0,0,108,0,159,17,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,7,39,222,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Vulpes', 's__Vulpes_vulpes']"
Felis_silvestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Felidae', 'g__Felis', 's__Felis_silvestris']"
Lutra_lutra,1037,10641,25445,11942,7271,31872,24774,19339,10579,25357,5713,8501,9960,11987,51111,19805,14964,11429,15030,11237,7673,27757,11777,15151,11048,2469,234,181,998,245,9107,64342,63348,1043,3810,5522,402,1802,8985,71635,52,19407,468,144102,9226,3124,558,10732,8465,21694,15252,7761,6059,59404,36260,6988,1484,1942,18863,5944,13869,6442,10395,234,9,6694,591,10959,6132,1764,41546,5283,7210,18876,3967,2278,9597,4201,5728,54754,10071,5673,371,44,0,88,15607,2789,7716,9771,8788,4427,7800,3475,25820,23256,16230,10730,4231,3446,16225,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,46301,80897,4312,3909,402,1228,18,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Lutra', 's__Lutra_lutra']"
Neovison_vison,3,14,0,30,20,7,21,12,7,30,40,29715,14021,0,4,0,0,0,0,0,0,3,4,0,0,13,11299,0,0,0,80,4,3,0,46,0,0,0,0,8,0,0,0,10,0,0,11267,3,0,0,59,0,0,0,4,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,339,126,0,6,0,0,0,0,0,13,0,3,18616,6154,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,139,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae', 'g__Neovison', 's__Neovison_vison']"
Sorex_araneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Soricidae', 'g__Sorex', 's__Sorex_araneus']"
Sorex_minutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Insectivora', 'f__Soricidae', 'g__Sorex', 's__Sorex_minutus']"
Oryctolagus_cuniculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57210,0,0,0,766,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae', 'g__Oryctolagus', 's__Oryctolagus_cuniculus']"
Homo_sapiens,46,714,2068,447,130,401,917,739,583,1905,425,291,457,3710,577,1189,323,2606,2422,260,138,472,183,901,310,182,66,3,271,42,204,6,165,12,15,64,38,1162,29,3,14,93,47,14,791,492,610,13,0,26,39,21,96,6,0,49,163,861,267,47,67,20,106,0,74,474,18,58,269,0,17,20,11,74,105,12,129,68,481,247,116,228,1073,11,0,70,67,146,157,209,17,95,56,42,226,553,119,468,48,119,109,1155,52565,96014,69534,34309,26305,1427,309037,13004,102801,158137,53483,0,113667,110685,151444,32476,299,1442,7510,12907,857,6853,41,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae', 'g__Homo', 's__Homo_sapiens']"
Castor_fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,0,0,0,0,0,0,0,2001,613,0,128,147,37,1782,4,3,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Castoridae', 'g__Castor', 's__Castor_fiber']"
Arvicola_amphibius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24258,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40257,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Arvicola', 's__Arvicola_amphibius']"
Myodes_glareolus,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,1087,0,0,0,0,12,0,1015,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Myodes', 's__Myodes_glareolus']"
